Date,Average temperature F ,HDD,CDD,Precipitation (Inches),Average daily MLP price,Humidity,Wind Speed (mph)
27-Jan-12,38.5,41.5,0,0.04,23.5,66,11.5
28-Jan-12,30,50,0,0.05,24.4,73.5,17
29-Jan-12,26,54,0,0,24.6,65,14
30-Jan-12,37.5,42.5,0,0,25.4,63,14.5
31-Jan-12,50,30,0,0,23.2,71,15
1-Feb-12,40,40,0,0,22.4,70.5,7
2-Feb-12,37,43,0,0,24.6,81,5
3-Feb-12,36,44,0,0,25.6,79.5,7.5
4-Feb-12,35.5,44.5,0,0,24.6,76,8
5-Feb-12,37,43,0,0,23.5,69,7
6-Feb-12,31.5,48.5,0,0,30.8,83.5,11
7-Feb-12,32.5,47.5,0,0.01,27.1,75.5,12
8-Feb-12,31,49,0,0,28,59.5,9
9-Feb-12,28.5,51.5,0,0,26.1,65.5,12
10-Feb-12,25,55,0,0.19,26.9,74,17.5
11-Feb-12,15,65,0,0,26.2,55.5,19
12-Feb-12,25.5,54.5,0,0,27.7,48.5,13.5
13-Feb-12,25.5,54.5,0,0.03,30.3,62.5,10.5
14-Feb-12,32.5,47.5,0,0,27.4,81,10
15-Feb-12,36.5,43.5,0,0.16,25.8,81,10.5
16-Feb-12,40.5,39.5,0,0.02,27,64.5,12
17-Feb-12,38.5,41.5,0,0,25.2,60,13
18-Feb-12,33,47,0,0,23.3,59.5,8
19-Feb-12,31,49,0,0,26,62.5,7
20-Feb-12,33.5,46.5,0,0,30.4,62.5,10
21-Feb-12,37,43,0,0.06,34.3,75,15.5
22-Feb-12,36.5,43.5,0,0.01,26.8,76.5,6
23-Feb-12,34.5,45.5,0,0.33,27,86,8
24-Feb-12,30.5,49.5,0,0.54,31,79.5,18
25-Feb-12,21.5,58.5,0,0,29.2,64.5,10
26-Feb-12,35,45,0,0,25.6,62.5,16
27-Feb-12,32.5,47.5,0,0,28.3,60.5,13
28-Feb-12,33.5,46.5,0,0.11,27.5,63,10
29-Feb-12,47,33,0,0.18,27.3,66.5,21.5
1-Mar-12,37.5,42.5,0,0,26.8,79.5,8.5
2-Mar-12,37,43,0,0.19,31.9,84,16.5
3-Mar-12,32.5,47.5,0,0,28.3,71.5,15.5
4-Mar-12,29,51,0,0,33.4,74,9.5
5-Mar-12,29,51,0,0,42.8,60.5,8.5
6-Mar-12,49.5,30.5,0,0,29.7,52,23.5
7-Mar-12,61,19,0,0,25.4,50.5,29
8-Mar-12,50,30,0,0.28,22.8,64,22
9-Mar-12,34,46,0,0,23.9,43,14.5
10-Mar-12,43.5,36.5,0,0,26.3,48,19
11-Mar-12,55,25,0,0,22,38,15.5
12-Mar-12,58.5,21.5,0,0.19,29,78,20
13-Mar-12,59,21,0,0,27.4,51.5,8.5
14-Mar-12,63.5,16.5,0,0,23,59.5,12.5
15-Mar-12,64.5,15.5,0,0,21.5,62.5,10.5
16-Mar-12,64,16,0,0,25.9,61,9
17-Mar-12,70,10,0,0,27.4,60,13
18-Mar-12,69,11,0,0,25.2,58,11
19-Mar-12,69.5,10.5,0,0.03,35.4,69.5,15
20-Mar-12,74,6,0,0,33.2,48,17.5
21-Mar-12,74,6,0,0,31.4,52.5,10
22-Mar-12,71.5,8.5,0,0.16,39.8,60.5,11.5
23-Mar-12,59,21,0,1.25,27.5,84.5,10
24-Mar-12,56,24,0,0,25.3,89,6.5
25-Mar-12,57,23,0,0,19.6,76.5,11
26-Mar-12,42,38,0,0,19.8,60.5,16
27-Mar-12,57,23,0,0,26.3,43.5,20.5
28-Mar-12,56.5,23.5,0,0,25.4,59,16
29-Mar-12,44,36,0,0,26.7,69.5,12
30-Mar-12,46.5,33.5,0,0.58,25.1,75.5,8.5
31-Mar-12,44.5,35.5,0,0,24.6,73,9.5
1-Apr-12,49.5,30.5,0,0.06,21.3,74.5,8.5
2-Apr-12,54.5,25.5,0,0,23.9,60.5,13.5
3-Apr-12,59,21,0,0,25.6,61.5,13.5
4-Apr-12,52,28,0,0,20.2,50.5,17.5
5-Apr-12,43.5,36.5,0,0,19.8,61,14.5
6-Apr-12,43,37,0,0,25.5,58.5,10
7-Apr-12,50.5,29.5,0,0,26.2,54,11.5
8-Apr-12,55.5,24.5,0,0,21,50.5,17
9-Apr-12,52,28,0,0,29.2,47.5,17.5
10-Apr-12,40,40,0,0,30.1,41.5,14
11-Apr-12,43,37,0,0,36,55.5,7.5
12-Apr-12,47.5,32.5,0,0,39.6,50.5,8
13-Apr-12,53,27,0,0,29.7,43,15
14-Apr-12,60.5,19.5,0,0.16,26.7,75.5,10
15-Apr-12,69,11,0,0.67,22,75,18
16-Apr-12,55,25,0,0.01,28.9,66,20
17-Apr-12,48,32,0,0,27.2,63,7.5
18-Apr-12,56,24,0,0.01,24.9,61,14.5
19-Apr-12,53,27,0,0,31.6,75.5,9
20-Apr-12,44.5,35.5,0,0.02,29.5,76,15.5
21-Apr-12,44.5,35.5,0,0,28,58,10
22-Apr-12,47,33,0,0,25.1,52,12.5
23-Apr-12,49.5,30.5,0,0,31,36,12.5
24-Apr-12,52,28,0,0,26,37.5,7.5
25-Apr-12,53.5,26.5,0,0.1,28.5,67.5,7
26-Apr-12,47,33,0,0,25.2,71,13.5
27-Apr-12,44.5,35.5,0,0.01,25.5,48,12.5
28-Apr-12,47.5,32.5,0,0.25,25.4,69.5,13.5
29-Apr-12,50,30,0,0.36,20.9,66,12
30-Apr-12,56,24,0,0,28.5,78.5,7
1-May-12,57,23,0,0.09,25.9,76.5,8
2-May-12,69,11,0,0,26.6,73,15
3-May-12,76,4,0,1.34,31.6,71,12
4-May-12,64,16,0,0.28,23.5,78.5,12
5-May-12,56,24,0,0,25.3,87.5,8
6-May-12,60.5,19.5,0,0.8,21.6,73,8.5
7-May-12,58,22,0,0.47,32.4,86,7
8-May-12,61,19,0,0,25.5,66.5,9
9-May-12,53.5,26.5,0,0.06,27.1,67,8.5
10-May-12,56.5,23.5,0,0,25.9,54,9.5
11-May-12,60.5,19.5,0,0,25.6,48.5,10.5
12-May-12,61,19,0,0.03,24.6,54,10.5
13-May-12,61,19,0,0,9.8,35.5,8
14-May-12,62.5,17.5,0,0,32.5,44,7.5
15-May-12,71.5,8.5,0,0.05,36.3,45.5,15.5
16-May-12,57.5,22.5,0,0,24,47,11.5
17-May-12,59.5,20.5,0,0,27.5,48,7.5
18-May-12,69,11,0,0,24.7,45.5,10
19-May-12,75.5,4.5,0,0,25.9,44.5,11
20-May-12,79,1,0,0.14,23,49.5,14.5
21-May-12,60.5,19.5,0,0,27.9,56,14.5
22-May-12,60.5,19.5,0,0,24.4,53.5,8.5
23-May-12,64.5,15.5,0,0,28,52.5,8.5
24-May-12,77,3,0,0,41.2,45,19.5
25-May-12,74,6,0,0,46.7,52,14
26-May-12,73,7,0,0,24.2,55.5,14
27-May-12,83.5,0,3.5,0,24.2,46,13.5
28-May-12,86,0,6,0,27.6,43,17
29-May-12,73,7,0,0,67.6,38,14
30-May-12,61.5,18.5,0,0,25.7,54.5,10.5
31-May-12,50.5,29.5,0,1.12,23.8,77.5,13
1-Jun-12,57,23,0,0.01,21.2,63,13
2-Jun-12,62.5,17.5,0,0,19.2,55.5,13
3-Jun-12,69,11,0,0,18.4,58,12
4-Jun-12,67,13,0,0,22.5,48,9.5
5-Jun-12,63.5,16.5,0,0,18.8,60,11
6-Jun-12,64,16,0,0,20.7,57,7.5
7-Jun-12,68,12,0,0,25.1,49,7
8-Jun-12,71,9,0,0,24.7,49,7
9-Jun-12,77.5,2.5,0,0,15.9,41,11
10-Jun-12,80,0,0,0,25,42.5,15.5
11-Jun-12,80,0,0,0,29.9,55,13
12-Jun-12,68.5,11.5,0,0,23.9,48,11.5
13-Jun-12,63,17,0,0,19.8,55.5,7
14-Jun-12,71.5,8.5,0,0,20.7,53.5,9
15-Jun-12,76.5,3.5,0,0,31.1,40,12
16-Jun-12,81.5,0,1.5,0.31,23.9,61.5,17.5
17-Jun-12,78,2,0,0.11,18.8,60,9.5
18-Jun-12,81.5,0,1.5,0,21.4,53.5,21.5
19-Jun-12,86.5,0,6.5,0,38.1,50.5,16.5
20-Jun-12,86,0,6,0,44.1,46,18
21-Jun-12,77.5,2.5,0,0.01,29.5,48,12
22-Jun-12,75.5,4.5,0,0,23.6,50,9.5
23-Jun-12,74.5,5.5,0,0,28,54,7
24-Jun-12,79.5,0.5,0,0,35.1,54,9
25-Jun-12,68,12,0,0,28,51.5,14
26-Jun-12,69.5,10.5,0,0,20.3,53,7
27-Jun-12,74.5,5.5,0,0,25.6,50,14
28-Jun-12,88,0,8,0.04,31.6,63.5,11.5
29-Jun-12,78.5,1.5,0,0.42,27.8,50,12
30-Jun-12,80.5,0,0.5,0,23.2,67,8.5
1-Jul-12,79.5,0.5,0,0,26.5,65.5,21.5
2-Jul-12,84.5,0,4.5,0,34.2,63,8
3-Jul-12,86.5,0,6.5,0,34.3,52,11.5
4-Jul-12,90.5,0,10.5,0,44.2,54,12
5-Jul-12,91,0,11,0.28,66.1,48,19
6-Jul-12,92.5,0,12.5,0,116,52.5,10
7-Jul-12,85.5,0,5.5,0,44.8,54.5,12.5
8-Jul-12,76.5,3.5,0,0,35.3,51,10
9-Jul-12,78.5,1.5,0,0,36.2,50,10
10-Jul-12,75,5,0,0,33.6,53.5,8
11-Jul-12,75.5,4.5,0,0,30,56.5,10
12-Jul-12,78.5,1.5,0,0,38.3,49.5,10.5
13-Jul-12,81.5,0,1.5,0.28,31.4,61.5,18
14-Jul-12,80,0,0,0,29.1,63,10
15-Jul-12,83,0,3,0,34.4,58.5,10
16-Jul-12,84.5,0,4.5,0,43.9,57,9
17-Jul-12,89,0,9,0,94.6,53.5,9
18-Jul-12,83,0,3,0.85,72.2,69.5,16
19-Jul-12,77,3,0,0.8,32.5,79,10.5
20-Jul-12,74.5,5.5,0,0,27.5,60,8.5
21-Jul-12,76,4,0,0,24.7,61.5,6
22-Jul-12,78.5,1.5,0,0,28.5,68,7
23-Jul-12,89,0,9,0,76.7,56,11
24-Jul-12,76.5,3.5,0,0.54,32.5,64.5,22.5
25-Jul-12,84.5,0,4.5,0.01,37.5,57,15.5
26-Jul-12,79,1,0,0.71,29,65.5,23.5
27-Jul-12,76,4,0,0.03,30.9,67,12.5
28-Jul-12,74.5,5.5,0,0,28.8,66,9
29-Jul-12,74,6,0,0,24.2,60.5,7
30-Jul-12,80.5,0,0.5,0,35.9,53.5,9
31-Jul-12,76.5,3.5,0,0.16,37.8,70.5,13
1-Aug-12,79,1,0,0,40.9,65,4.5
2-Aug-12,79.5,0.5,0,0,36.3,59.5,7.5
3-Aug-12,83,0,3,0,35.9,62.5,8
4-Aug-12,82,0,2,0.37,37.9,71,20.5
5-Aug-12,75,5,0,0,27.4,62,8.5
6-Aug-12,73.5,6.5,0,0,28.1,62,6.5
7-Aug-12,77,3,0,0,29.4,56,8.5
8-Aug-12,78,2,0,0,29.2,65,9
9-Aug-12,69,11,0,0.05,23.7,77,13
10-Aug-12,68.5,11.5,0,0.18,23.8,65.5,15
11-Aug-12,67,13,0,0,23.1,58.5,9
12-Aug-12,65.5,14.5,0,0,19.9,65.5,5
13-Aug-12,64.5,15.5,0,0.4,26,84,7
14-Aug-12,70,10,0,0,22,70,7
15-Aug-12,75,5,0,0,27,66.5,7
16-Aug-12,69,11,0,0.39,23.9,73.5,14
17-Aug-12,67,13,0,0,22.5,58,7
18-Aug-12,65,15,0,0,24.3,66.5,7
19-Aug-12,69.5,10.5,0,0,20.2,52,7
20-Aug-12,66,14,0,0.08,24.5,66.5,8.5
21-Aug-12,66,14,0,0,21.9,62.5,6
22-Aug-12,69.5,10.5,0,0,26.4,59,7.5
23-Aug-12,78,2,0,0.03,41.3,49,8
24-Aug-12,79,1,0,0,33.4,50.5,10.5
25-Aug-12,79.5,0.5,0,0,31.5,52,10
26-Aug-12,72.5,7.5,0,0.57,23.3,81,11
27-Aug-12,77,3,0,0,39.6,64.5,10
28-Aug-12,74.5,5.5,0,0,34.7,65,7.5
29-Aug-12,74.5,5.5,0,0,31.9,62,6.5
30-Aug-12,77,3,0,0,28.2,61.5,13
31-Aug-12,81.5,0,1.5,0,62.6,64.5,11.5
1-Sep-12,73,7,0,0,31.6,75.5,12.5
2-Sep-12,77.5,2.5,0,0,28.7,81,11
3-Sep-12,79.5,0.5,0,0,41.5,74,8
4-Sep-12,78,2,0,0.64,68.5,70,18
5-Sep-12,74.5,5.5,0,0.16,47.3,74,10
6-Sep-12,77,3,0,0,42.1,57,7.5
7-Sep-12,68.5,11.5,0,0.06,31.1,73,13
8-Sep-12,63.5,16.5,0,0.28,25.5,65.5,12
9-Sep-12,63.5,16.5,0,0,21.8,68.5,12.5
10-Sep-12,63.5,16.5,0,0,25.4,61,7
11-Sep-12,67.5,12.5,0,0,21.4,61.5,14.5
12-Sep-12,74.5,5.5,0,0,35.9,56,13
13-Sep-12,62.5,17.5,0,0.19,22.3,75.5,8.5
14-Sep-12,63.5,16.5,0,0,26.2,64.5,7.5
15-Sep-12,64.5,15.5,0,0,28,55.5,6
16-Sep-12,63,17,0,0,25.9,57,8
17-Sep-12,66.5,13.5,0,0.26,38,70,14
18-Sep-12,55,25,0,0,26.9,63,11
19-Sep-12,57,23,0,0,26,59,15
20-Sep-12,61.5,18.5,0,0,26.1,51,11
21-Sep-12,54,26,0,0.15,25.9,77,7.5
22-Sep-12,51.5,28.5,0,0.02,23.7,72,15.5
23-Sep-12,50.5,29.5,0,0,22.3,57.5,8
24-Sep-12,53.5,26.5,0,0,24,51,10.5
25-Sep-12,63,17,0,0,28.9,68,10.5
26-Sep-12,60.5,19.5,0,0,29.5,72.5,9
27-Sep-12,55.5,24.5,0,0,35.4,67,10.5
28-Sep-12,58.5,21.5,0,0,30.6,67,10
29-Sep-12,63.5,16.5,0,0,24.5,58,8
30-Sep-12,58,22,0,0,21.2,66.5,10
1-Oct-12,56.5,23.5,0,0,30,68.5,6.5
2-Oct-12,61,19,0,0,28.9,65.5,11.5
3-Oct-12,61,19,0,0.26,28.2,92,5
4-Oct-12,62.5,17.5,0,0.12,22,70,14
5-Oct-12,44.5,35.5,0,0,24.6,51,14
6-Oct-12,42,38,0,0,21.9,57.5,11
7-Oct-12,43.5,36.5,0,0,24.3,49.5,10.5
8-Oct-12,46,34,0,0,21.3,52,14
9-Oct-12,53.5,26.5,0,0.17,18.9,63,16
10-Oct-12,43,37,0,0,28,64,14
11-Oct-12,51,29,0,0.02,21,55.5,15.5
12-Oct-12,45,35,0,0,26.6,58.5,10.5
13-Oct-12,55.5,24.5,0,0.21,16.9,71.5,12.5
14-Oct-12,59.5,20.5,0,0.77,3.6,86.5,18.5
15-Oct-12,50.5,29.5,0,0,27,65.5,8.5
16-Oct-12,55,25,0,0,27.2,69,17
17-Oct-12,61,19,0,0.51,26.1,74.5,20.5
18-Oct-12,49.5,30.5,0,0.07,24.6,71,17.5
19-Oct-12,47.5,32.5,0,0.02,39.5,82,7
20-Oct-12,49,31,0,0,21.6,70,7
21-Oct-12,52.5,27.5,0,0,10.3,74.5,6.5
22-Oct-12,57,23,0,0.81,25.9,85.5,10.5
23-Oct-12,63.5,16.5,0,0.06,28.7,90,7
24-Oct-12,68,12,0,0,29.5,79.5,13
25-Oct-12,60,20,0,0.13,28.5,78.5,18
26-Oct-12,44,36,0,0,26.4,57.5,14.5
27-Oct-12,41,39,0,0,24.2,57.5,12.5
28-Oct-12,43.5,36.5,0,0,11.9,59.5,16
29-Oct-12,43.5,36.5,0,0,28.3,57.5,16
30-Oct-12,43.5,36.5,0,0,33.5,49.5,21.5
31-Oct-12,42,38,0,0,30.6,57,14
1-Nov-12,44,36,0,0,27.9,43,11.5
2-Nov-12,41,39,0,0,32.1,64,10
3-Nov-12,40.5,39.5,0,0,36.8,72,9
4-Nov-12,40,40,0,0,33.4,63.5,6.5
5-Nov-12,38,42,0,0,45.6,73,6.5
6-Nov-12,35.5,44.5,0,0.13,45,77,6.5
7-Nov-12,43.5,36.5,0,0.03,54.9,85.5,4
8-Nov-12,40,40,0,0,39.4,78.5,7.5
9-Nov-12,44.5,35.5,0,0,33.7,78.5,6.5
10-Nov-12,58,22,0,0.22,25.5,72.5,14
11-Nov-12,55,25,0,0.29,23.1,74,24
12-Nov-12,34.5,45.5,0,0,30.6,75,16.5
13-Nov-12,32.5,47.5,0,0,38.6,59.5,11
14-Nov-12,37,43,0,0,45.6,60,10
15-Nov-12,39,41,0,0,37.4,65.5,4.5
16-Nov-12,40.5,39.5,0,0,32.4,65,5
17-Nov-12,40.5,39.5,0,0,27.3,69,6
18-Nov-12,44,36,0,0,27.1,66.5,5
19-Nov-12,47.5,32.5,0,0.01,27.9,66,9.5
20-Nov-12,49,31,0,0,32.1,81,6
21-Nov-12,44,36,0,0,31,85.5,7.5
22-Nov-12,52.5,27.5,0,0.27,19.2,72.5,20.5
23-Nov-12,35,45,0,0,24.9,65,21.5
24-Nov-12,28,52,0,0,27.1,64.5,10
25-Nov-12,36,44,0,0,28.9,63,10.5
26-Nov-12,29.5,50.5,0,0,29.2,56.5,10
27-Nov-12,25,55,0,0,39.9,51.5,9.5
28-Nov-12,35.5,44.5,0,0,34.1,53.5,9.5
29-Nov-12,42,38,0,0,34.8,61.5,10.5
30-Nov-12,43.5,36.5,0,0,35.1,72,6.5
1-Dec-12,44,36,0,0,28.3,85.5,12.5
2-Dec-12,53.5,26.5,0,0.06,27.4,82.5,11
3-Dec-12,58,22,0,0,25.4,83,15
4-Dec-12,48.5,31.5,0,0,27.2,57.5,12.5
5-Dec-12,33.5,46.5,0,0,29.5,67,10.5
6-Dec-12,39,41,0,0,29.9,74,8
7-Dec-12,43.5,36.5,0,0.08,30.8,85,6.5
8-Dec-12,39,41,0,0.15,27.9,78,12.5
9-Dec-12,38,42,0,0.21,24.3,92.5,10
10-Dec-12,34.5,45.5,0,0,28.4,80,12.5
11-Dec-12,29,51,0,0,30.7,69.5,13.5
12-Dec-12,37,43,0,0,29,61.5,13
13-Dec-12,40.5,39.5,0,0,27.4,55.5,15.5
14-Dec-12,38,42,0,0,26,67,6
15-Dec-12,43.5,36.5,0,0.34,23.5,81,14
16-Dec-12,43.5,36.5,0,0,25.6,84.5,12.5
17-Dec-12,35,45,0,0,28.6,77.5,5
18-Dec-12,36,44,0,0,26.2,84,10
19-Dec-12,37.5,42.5,0,0.08,26.8,81,11
20-Dec-12,41,39,0,1.26,26,92.5,16.5
21-Dec-12,26.5,53.5,0,0.01,30.7,80,22.5
22-Dec-12,24.5,55.5,0,0,27.2,71,8.5
23-Dec-12,27.5,52.5,0,0,25.3,80.5,6.5
24-Dec-12,31,49,0,0,24.6,77,11
25-Dec-12,29,51,0,0.01,19.7,74.5,12
26-Dec-12,30.5,49.5,0,0,24.2,69,20
27-Dec-12,30.5,49.5,0,0,29.5,77,8
28-Dec-12,30.5,49.5,0,0.01,27.1,85,6.5
29-Dec-12,26,54,0,0,25.3,83,12
30-Dec-12,23.5,56.5,0,0,26.3,73.5,15
31-Dec-12,27.5,52.5,0,0,20.9,69.5,14
1-Jan-13,18,62,0,0,23.9,54.5,9
2-Jan-13,20,60,0,0,28.2,57.5,10
3-Jan-13,23.5,56.5,0,0,24.8,77,12
4-Jan-13,24.5,55.5,0,0,26.9,68,16
5-Jan-13,28.5,51.5,0,0.03,27.7,77,13
6-Jan-13,27,53,0,0,23.8,77.5,11
7-Jan-13,28,52,0,0,31.6,68.5,15
8-Jan-13,33,47,0,0,30.5,68.5,10.5
9-Jan-13,38.5,41.5,0,0,23.7,56.5,16.5
10-Jan-13,33.5,46.5,0,0.63,26.9,72.5,10.5
11-Jan-13,47,33,0,0.3,24.4,90.5,14
12-Jan-13,41.5,38.5,0,0.06,20.8,73.5,14.5
13-Jan-13,22,58,0,0.1,24.6,86.5,10
14-Jan-13,18.5,61.5,0,0,29.5,67.5,4.5
15-Jan-13,21.5,58.5,0,0,29.2,67.5,3.5
16-Jan-13,26,54,0,0,25.8,70,13
17-Jan-13,26.5,53.5,0,0,26.2,60,11
18-Jan-13,31,49,0,0,27.4,67.5,12.5
19-Jan-13,37.5,42.5,0,0,22.8,58,20.5
20-Jan-13,20.5,59.5,0,0,21.8,44.5,18
21-Jan-13,10,70,0,0,27.4,52,17
22-Jan-13,5,75,0,0,48.2,56.5,11
23-Jan-13,16.5,63.5,0,0.01,40.5,57,15.5
24-Jan-13,13,67,0,0,39.1,56,9
25-Jan-13,23.5,56.5,0,0.06,56,68.5,12
26-Jan-13,20.5,59.5,0,0,30.6,56,7
27-Jan-13,30,50,0,0.58,28.2,81.5,16
28-Jan-13,42.5,37.5,0,0.08,27.7,88,7
29-Jan-13,51,29,0,1.33,24.3,92,8.5
30-Jan-13,32.5,47.5,0,0.45,24.6,85.5,16
31-Jan-13,13.5,66.5,0,0,28.5,69,18
1-Feb-13,7,73,0,0.02,40.4,77.5,12
2-Feb-13,15.5,64.5,0,0.12,30.5,79,13
3-Feb-13,15,65,0,0.04,29.1,76.5,12.5
4-Feb-13,20.5,59.5,0,0.19,35.2,86.5,9
5-Feb-13,18.5,61.5,0,0.02,31.7,80.5,8.5
6-Feb-13,23.5,56.5,0,0,30,79.5,7.5
7-Feb-13,32.5,47.5,0,1.07,27.6,87.5,11
8-Feb-13,28,52,0,0,29.7,86.5,11.5
9-Feb-13,26,54,0,0,29,82,8.5
10-Feb-13,39.5,40.5,0,0.29,22.3,86,17.5
11-Feb-13,37,43,0,0,27.8,69,23.5
12-Feb-13,25,55,0,0,27.7,78.5,7.5
13-Feb-13,31.5,48.5,0,0,29.8,78.5,8
14-Feb-13,36,44,0,0,29.5,68,15
15-Feb-13,26.5,53.5,0,0,29.4,58.5,12.5
16-Feb-13,16,64,0,0,29,57,12.5
17-Feb-13,19.5,60.5,0,0,29.5,52,7
18-Feb-13,39.5,40.5,0,0.29,29.2,76.5,20
19-Feb-13,21,59,0,0,28.9,73,22
20-Feb-13,16,64,0,0,34,64.5,8.5
21-Feb-13,25.5,54.5,0,0.07,33,76,16
22-Feb-13,29,51,0,0.2,30.1,85,13
23-Feb-13,25,55,0,0,29.3,78,12.5
24-Feb-13,28,52,0,0,28.6,66,4.5
25-Feb-13,31.5,48.5,0,0,32.8,69,6.5
26-Feb-13,34,46,0,0.45,35.3,85,21
27-Feb-13,33,47,0,0.18,31.2,92.5,11.5
28-Feb-13,31,49,0,0.02,30.4,82.5,15.5
1-Mar-13,27.5,52.5,0,0.02,31.6,79.5,15
2-Mar-13,24,56,0,0,37.7,67,11.5
3-Mar-13,24.5,55.5,0,0,35.8,57.5,6
4-Mar-13,26,54,0,0,31.4,71,8.5
5-Mar-13,31,49,0,0.66,27.7,84.5,14
6-Mar-13,31,49,0,0,29.2,80,14.5
7-Mar-13,33,47,0,0,29.6,66.5,6
8-Mar-13,29.5,50.5,0,0,32.1,77,6.5
9-Mar-13,37,43,0,0.04,26.8,73,14
10-Mar-13,45,35,0,0.87,20.4,81,11.5
11-Mar-13,40.5,39.5,0,0.07,31.2,91,9
12-Mar-13,31.5,48.5,0,0.05,30.4,74,16.5
13-Mar-13,27.5,52.5,0,0,31,57,13.5
14-Mar-13,30,50,0,0,39.8,66,8.5
15-Mar-13,35.5,44.5,0,0.2,29.5,85,7.5
16-Mar-13,32.5,47.5,0,0,35.7,81.5,10
17-Mar-13,30.5,49.5,0,0,33.5,62.5,13.5
18-Mar-13,28,52,0,0.08,49.3,84,15.5
19-Mar-13,24.5,55.5,0,0,44.7,59.5,22.5
20-Mar-13,19.5,60.5,0,0,45.1,56.5,16
21-Mar-13,23.5,56.5,0,0,50.8,54.5,9.5
22-Mar-13,30.5,49.5,0,0,46.5,55,6
23-Mar-13,33,47,0,0,30.5,62.5,8
24-Mar-13,34.5,45.5,0,0.01,30.1,76.5,19
25-Mar-13,35,45,0,0,39.3,68,17
26-Mar-13,36,44,0,0,37.5,60.5,11
27-Mar-13,36.5,43.5,0,0,33.7,58,8.5
28-Mar-13,39.5,40.5,0,0,31.6,53,6
29-Mar-13,43.5,36.5,0,0,27.5,50.5,6.5
30-Mar-13,43.5,36.5,0,0,30.9,66,11
31-Mar-13,47.5,32.5,0,0,24.3,67,17.5
1-Apr-13,35,45,0,0,26.6,51,14.5
2-Apr-13,35,45,0,0,35.1,43.5,10.5
3-Apr-13,34.5,45.5,0,0,34.9,46.5,9
4-Apr-13,41.5,38.5,0,0,36.4,53.5,8
5-Apr-13,40.5,39.5,0,0,31.1,57.5,14.5
6-Apr-13,53,27,0,0.04,30.7,50.5,22.5
7-Apr-13,49.5,30.5,0,0,26.6,63,16
8-Apr-13,52.5,27.5,0,0.49,35,80,19.5
9-Apr-13,47,33,0,0.2,31.7,88.5,14.5
10-Apr-13,39.5,40.5,0,0.94,44.5,96,20
11-Apr-13,42,38,0,0.24,35.7,96,13
12-Apr-13,41,39,0,0,36.9,81,16
13-Apr-13,39.5,40.5,0,0,34.9,62.5,12
14-Apr-13,53.5,26.5,0,0,28.5,58.5,17.5
15-Apr-13,55,25,0,0.36,32.3,74.5,16
16-Apr-13,49,31,0,0.01,41.1,64.5,9.5
17-Apr-13,45.5,34.5,0,2.01,43.8,81,13
18-Apr-13,51,29,0,3.54,38.4,85,16.5
19-Apr-13,36.5,43.5,0,0.01,35.3,80,22
20-Apr-13,39,41,0,0,37.3,51,12.5
21-Apr-13,41.5,38.5,0,0,32.9,60,13
22-Apr-13,52.5,27.5,0,0,40,52.5,11.5
23-Apr-13,48.5,31.5,0,0.7,39.7,73.5,11
24-Apr-13,43.5,36.5,0,0.04,39.4,67,12
25-Apr-13,44.5,35.5,0,0.07,32.7,66,14
26-Apr-13,50.5,29.5,0,0,36.3,60,14.5
27-Apr-13,55.5,24.5,0,0,35.3,63.5,8
28-Apr-13,57,23,0,0.03,32.8,78.5,5
29-Apr-13,60.5,19.5,0,0,38.3,72.5,14
30-Apr-13,73,7,0,0,31.1,56,21.5
1-May-13,70,10,0,0,37.5,59,12.5
2-May-13,48.5,31.5,0,0.11,23.9,74.5,16.5
3-May-13,44,36,0,0.05,29.9,87.5,14
4-May-13,59.5,20.5,0,0.02,29.5,69,9
5-May-13,58.5,21.5,0,0,23.7,61,10.5
6-May-13,60.5,19.5,0,0,33,48,9
7-May-13,61.5,18.5,0,0,36.3,51,6
8-May-13,63.5,16.5,0,0,33,52.5,6.5
9-May-13,60.5,19.5,0,0.32,27.8,73,11
10-May-13,45.5,34.5,0,0.13,27.9,88,10
11-May-13,51.5,28.5,0,0,24.9,64,15.5
12-May-13,46,34,0,0,22.6,52,14
13-May-13,50,30,0,0,31,50.5,8
14-May-13,70.5,9.5,0,0,22.4,40,11
15-May-13,72,8,0,0,43.8,44,10.5
16-May-13,68,12,0,0,34.2,56,8
17-May-13,62.5,17.5,0,0,31.7,55,8
18-May-13,68,12,0,0,29,70,7.5
19-May-13,72,8,0,0,30.3,69,11
20-May-13,77,3,0,1.09,56,61,17.5
21-May-13,72.5,7.5,0,0.56,43.9,73.5,15
22-May-13,62.5,17.5,0,1.35,35,80.5,10
23-May-13,48,32,0,0.06,26.7,80,17.5
24-May-13,49,31,0,0,26.2,55.5,10
25-May-13,50.5,29.5,0,0,19.9,58.5,5
26-May-13,56,24,0,0.02,19.9,65.5,10.5
27-May-13,57.5,22.5,0,0.23,21.1,82.5,10.5
28-May-13,66,14,0,0.2,41.4,87,11.5
29-May-13,74,6,0,0.01,37,79,9
30-May-13,73.5,6.5,0,0.51,35.3,75,15.5
31-May-13,70.5,9.5,0,0.3,38.7,78.5,13.5
1-Jun-13,69.5,10.5,0,0.56,29.5,80.5,14.5
2-Jun-13,53,27,0,0.01,17.6,84,8
3-Jun-13,55.5,24.5,0,0,18.2,68.5,7
4-Jun-13,61,19,0,0,21.5,64,7
5-Jun-13,63.5,16.5,0,0.01,33.5,62,9.5
